"Participant","Condition","50-250ms_mean_over_channels","250-400ms_mean_over_channels","Time_Window","Channel","HEP_mean_value","Subject"
"WS005","high_trial_2",-1.0366883,-4.264389,"250-400ms","ch12",-3.4704425,"WS005"
"WS005","high_trial_2",-1.0366883,-4.264389,"250-400ms","ch13",-5.334993,"WS005"
"WS006","low_trial_1",0.32540852,3.5575588,"50-250ms","ch3",0.25637662,"WS006"
"WS006","low_trial_1",0.32540852,3.5575588,"50-250ms","ch4",0.37399438,"WS006"
"WS006","low_trial_1",0.32540852,3.5575588,"50-250ms","ch12",0.56846964,"WS006"
"WS006","low_trial_1",0.32540852,3.5575588,"50-250ms","ch13",0.10279345,"WS006"
"WS006","low_trial_1",0.32540852,3.5575588,"250-400ms","ch3",3.135076,"WS006"
"WS006","low_trial_1",0.32540852,3.5575588,"250-400ms","ch4",4.6419864,"WS006"
"WS006","low_trial_1",0.32540852,3.5575588,"250-400ms","ch12",3.5162654,"WS006"
"WS006","low_trial_1",0.32540852,3.5575588,"250-400ms","ch13",2.936908,"WS006"
"WS006","low_trial_2",-0.92714083,0.307307,"50-250ms","ch3",-1.4836934,"WS006"
"WS006","low_trial_2",-0.92714083,0.307307,"50-250ms","ch4",-0.07182156,"WS006"
"WS006","low_trial_2",-0.92714083,0.307307,"50-250ms","ch12",-1.694857,"WS006"
"WS006","low_trial_2",-0.92714083,0.307307,"50-250ms","ch13",-0.4581915,"WS006"
"WS006","low_trial_2",-0.92714083,0.307307,"250-400ms","ch3",0.17531118,"WS006"
"WS006","low_trial_2",-0.92714083,0.307307,"250-400ms","ch4",0.59040195,"WS006"
"WS006","low_trial_2",-0.92714083,0.307307,"250-400ms","ch12",1.8998181,"WS006"
"WS006","low_trial_2",-0.92714083,0.307307,"250-400ms","ch13",-1.4363031,"WS006"
"WS006","med_trial_1",0.42630404,-0.73778635,"50-250ms","ch3",1.0687518,"WS006"
"WS006","med_trial_1",0.42630404,-0.73778635,"50-250ms","ch4",-0.4383744,"WS006"
"WS006","med_trial_1",0.42630404,-0.73778635,"50-250ms","ch12",1.700003,"WS006"
"WS006","med_trial_1",0.42630404,-0.73778635,"50-250ms","ch13",-0.62516433,"WS006"
"WS006","med_trial_1",0.42630404,-0.73778635,"250-400ms","ch3",0.043236643,"WS006"
"WS006","med_trial_1",0.42630404,-0.73778635,"250-400ms","ch4",-1.9212458,"WS006"
"WS006","med_trial_1",0.42630404,-0.73778635,"250-400ms","ch12",1.0074681,"WS006"
"WS006","med_trial_1",0.42630404,-0.73778635,"250-400ms","ch13",-2.0806043,"WS006"
"WS006","med_trial_2",0.52334017,-0.873422,"50-250ms","ch3",0.70291567,"WS006"
"WS006","med_trial_2",0.52334017,-0.873422,"50-250ms","ch4",0.26944017,"WS006"
"WS006","med_trial_2",0.52334017,-0.873422,"50-250ms","ch12",1.4670216,"WS006"
"WS006","med_trial_2",0.52334017,-0.873422,"50-250ms","ch13",-0.3460167,"WS006"
"WS006","med_trial_2",0.52334017,-0.873422,"250-400ms","ch3",-0.4355809,"WS006"
"WS006","med_trial_2",0.52334017,-0.873422,"250-400ms","ch4",-1.2793815,"WS006"
"WS006","med_trial_2",0.52334017,-0.873422,"250-400ms","ch12",-0.49648908,"WS006"
"WS006","med_trial_2",0.52334017,-0.873422,"250-400ms","ch13",-1.2822365,"WS006"
"WS006","high_trial_1",-0.1608161,-0.701521,"50-250ms","ch3",-0.09489166,"WS006"
"WS006","high_trial_1",-0.1608161,-0.701521,"50-250ms","ch4",-0.3906915,"WS006"
"WS006","high_trial_1",-0.1608161,-0.701521,"50-250ms","ch12",0.011165795,"WS006"
"WS006","high_trial_1",-0.1608161,-0.701521,"50-250ms","ch13",-0.16884708,"WS006"
"WS006","high_trial_1",-0.1608161,-0.701521,"250-400ms","ch3",-0.68405795,"WS006"
"WS006","high_trial_1",-0.1608161,-0.701521,"250-400ms","ch4",-0.76836836,"WS006"
"WS006","high_trial_1",-0.1608161,-0.701521,"250-400ms","ch12",0.60605246,"WS006"
"WS006","high_trial_1",-0.1608161,-0.701521,"250-400ms","ch13",-1.95971,"WS006"
"WS006","high_trial_2",0.7852441,-1.6763768,"50-250ms","ch3",0.8943166,"WS006"
"WS006","high_trial_2",0.7852441,-1.6763768,"50-250ms","ch4",0.6700036,"WS006"
"WS006","high_trial_2",0.7852441,-1.6763768,"50-250ms","ch12",0.7705504,"WS006"
"WS006","high_trial_2",0.7852441,-1.6763768,"50-250ms","ch13",0.8061058,"WS006"
"WS006","high_trial_2",0.7852441,-1.6763768,"250-400ms","ch3",-1.6783932,"WS006"
"WS006","high_trial_2",0.7852441,-1.6763768,"250-400ms","ch4",-1.7227595,"WS006"
"WS006","high_trial_2",0.7852441,-1.6763768,"250-400ms","ch12",-1.9718126,"WS006"
"WS006","high_trial_2",0.7852441,-1.6763768,"250-400ms","ch13",-1.3325417,"WS006"
"WS007","low_trial_1",3.6595812,-1.7822368,"50-250ms","ch3",3.3433936,"WS007"
"WS007","low_trial_1",3.6595812,-1.7822368,"50-250ms","ch4",3.7758517,"WS007"
"WS007","low_trial_1",3.6595812,-1.7822368,"50-250ms","ch12",4.3191423,"WS007"
"WS007","low_trial_1",3.6595812,-1.7822368,"50-250ms","ch13",3.1999373,"WS007"
"WS007","low_trial_1",3.6595812,-1.7822368,"250-400ms","ch3",-1.0297701,"WS007"
"WS007","low_trial_1",3.6595812,-1.7822368,"250-400ms","ch4",-2.3989787,"WS007"
"WS007","low_trial_1",3.6595812,-1.7822368,"250-400ms","ch12",-2.9378064,"WS007"
"WS007","low_trial_1",3.6595812,-1.7822368,"250-400ms","ch13",-0.76239187,"WS007"
"WS007","low_trial_2",0.150995,0.8463415,"50-250ms","ch3",0.14851712,"WS007"
"WS007","low_trial_2",0.150995,0.8463415,"50-250ms","ch4",0.7110219,"WS007"
"WS007","low_trial_2",0.150995,0.8463415,"50-250ms","ch12",0.031451453,"WS007"
"WS007","low_trial_2",0.150995,0.8463415,"50-250ms","ch13",-0.2870105,"WS007"
"WS007","low_trial_2",0.150995,0.8463415,"250-400ms","ch3",0.8344652,"WS007"
"WS007","low_trial_2",0.150995,0.8463415,"250-400ms","ch4",0.31447434,"WS007"
"WS007","low_trial_2",0.150995,0.8463415,"250-400ms","ch12",1.5445412,"WS007"
"WS007","low_trial_2",0.150995,0.8463415,"250-400ms","ch13",0.6918851,"WS007"
"WS007","med_trial_1",3.6848602,-2.4303257,"50-250ms","ch3",3.3050756,"WS007"
"WS007","med_trial_1",3.6848602,-2.4303257,"50-250ms","ch4",4.5018253,"WS007"
"WS007","med_trial_1",3.6848602,-2.4303257,"50-250ms","ch12",4.0177307,"WS007"
"WS007","med_trial_1",3.6848602,-2.4303257,"50-250ms","ch13",2.9148088,"WS007"
"WS007","med_trial_1",3.6848602,-2.4303257,"250-400ms","ch3",-1.9898461,"WS007"
"WS007","med_trial_1",3.6848602,-2.4303257,"250-400ms","ch4",-3.041347,"WS007"
"WS007","med_trial_1",3.6848602,-2.4303257,"250-400ms","ch12",-2.5338337,"WS007"
"WS007","med_trial_1",3.6848602,-2.4303257,"250-400ms","ch13",-2.1562757,"WS007"
"WS007","med_trial_2",-0.15334757,-1.6744539,"50-250ms","ch3",-0.15658064,"WS007"
"WS007","med_trial_2",-0.15334757,-1.6744539,"50-250ms","ch4",-0.11701105,"WS007"
"WS007","med_trial_2",-0.15334757,-1.6744539,"50-250ms","ch12",0.31271052,"WS007"
"WS007","med_trial_2",-0.15334757,-1.6744539,"50-250ms","ch13",-0.6525091,"WS007"
"WS007","med_trial_2",-0.15334757,-1.6744539,"250-400ms","ch3",-1.6900964,"WS007"
"WS007","med_trial_2",-0.15334757,-1.6744539,"250-400ms","ch4",-1.2418517,"WS007"
"WS007","med_trial_2",-0.15334757,-1.6744539,"250-400ms","ch12",-1.4611278,"WS007"
"WS007","med_trial_2",-0.15334757,-1.6744539,"250-400ms","ch13",-2.3047395,"WS007"
"WS007","high_trial_1",1.3552269,1.8556116,"50-250ms","ch3",1.4853501,"WS007"
"WS007","high_trial_1",1.3552269,1.8556116,"50-250ms","ch4",1.570592,"WS007"
"WS007","high_trial_1",1.3552269,1.8556116,"50-250ms","ch12",0.8733557,"WS007"
"WS007","high_trial_1",1.3552269,1.8556116,"50-250ms","ch13",1.4916097,"WS007"
"WS007","high_trial_1",1.3552269,1.8556116,"250-400ms","ch3",1.699453,"WS007"
"WS007","high_trial_1",1.3552269,1.8556116,"250-400ms","ch4",2.3055084,"WS007"
"WS007","high_trial_1",1.3552269,1.8556116,"250-400ms","ch12",1.3431541,"WS007"
"WS007","high_trial_1",1.3552269,1.8556116,"250-400ms","ch13",2.0743308,"WS007"
"WS007","high_trial_2",1.2102643,2.0784097,"50-250ms","ch3",1.2794869,"WS007"
"WS007","high_trial_2",1.2102643,2.0784097,"50-250ms","ch4",0.7406223,"WS007"
"WS007","high_trial_2",1.2102643,2.0784097,"50-250ms","ch12",1.7303714,"WS007"
"WS007","high_trial_2",1.2102643,2.0784097,"50-250ms","ch13",1.0905765,"WS007"
"WS007","high_trial_2",1.2102643,2.0784097,"250-400ms","ch3",1.4930972,"WS007"
"WS007","high_trial_2",1.2102643,2.0784097,"250-400ms","ch4",2.9652164,"WS007"
"WS007","high_trial_2",1.2102643,2.0784097,"250-400ms","ch12",2.6472855,"WS007"
"WS007","high_trial_2",1.2102643,2.0784097,"250-400ms","ch13",1.2080393,"WS007"
"WS008","low_trial_1",3.2821302,0.112147145,"50-250ms","ch3",3.0705519,"WS008"
"WS008","low_trial_1",3.2821302,0.112147145,"50-250ms","ch4",5.6040406,"WS008"
"WS008","low_trial_1",3.2821302,0.112147145,"50-250ms","ch12",1.3984965,"WS008"
"WS008","low_trial_1",3.2821302,0.112147145,"50-250ms","ch13",3.0554311,"WS008"
"WS008","low_trial_1",3.2821302,0.112147145,"250-400ms","ch3",0.045439996,"WS008"
"WS008","low_trial_1",3.2821302,0.112147145,"250-400ms","ch4",0.30201575,"WS008"
"WS008","low_trial_1",3.2821302,0.112147145,"250-400ms","ch12",-0.23039925,"WS008"
"WS008","low_trial_1",3.2821302,0.112147145,"250-400ms","ch13",0.3315321,"WS008"
"WS008","low_trial_2",2.2849903,-4.220033,"50-250ms","ch3",2.4869912,"WS008"
"WS008","low_trial_2",2.2849903,-4.220033,"50-250ms","ch4",1.981222,"WS008"
"WS008","low_trial_2",2.2849903,-4.220033,"50-250ms","ch12",1.5318614,"WS008"
"WS008","low_trial_2",2.2849903,-4.220033,"50-250ms","ch13",3.1398873,"WS008"
"WS008","low_trial_2",2.2849903,-4.220033,"250-400ms","ch3",-3.414615,"WS008"
"WS008","low_trial_2",2.2849903,-4.220033,"250-400ms","ch4",-4.827681,"WS008"
"WS008","low_trial_2",2.2849903,-4.220033,"250-400ms","ch12",-5.275752,"WS008"
"WS008","low_trial_2",2.2849903,-4.220033,"250-400ms","ch13",-3.362085,"WS008"
"WS008","med_trial_1",-2.8333578,-1.0129372,"50-250ms","ch3",-3.2065916,"WS008"
"WS008","med_trial_1",-2.8333578,-1.0129372,"50-250ms","ch4",-2.9129422,"WS008"
"WS008","med_trial_1",-2.8333578,-1.0129372,"50-250ms","ch12",-1.491235,"WS008"
"WS008","med_trial_1",-2.8333578,-1.0129372,"50-250ms","ch13",-3.7226624,"WS008"
"WS008","med_trial_1",-2.8333578,-1.0129372,"250-400ms","ch3",-1.8529834,"WS008"
"WS008","med_trial_1",-2.8333578,-1.0129372,"250-400ms","ch4",0.083182395,"WS008"
"WS008","med_trial_1",-2.8333578,-1.0129372,"250-400ms","ch12",-0.26817146,"WS008"
"WS008","med_trial_1",-2.8333578,-1.0129372,"250-400ms","ch13",-2.0137763,"WS008"
"WS008","med_trial_2",-2.059915,-2.8295038,"50-250ms","ch3",-2.431916,"WS008"
"WS008","med_trial_2",-2.059915,-2.8295038,"50-250ms","ch4",-1.4751979,"WS008"
"WS008","med_trial_2",-2.059915,-2.8295038,"50-250ms","ch12",-2.0637686,"WS008"
"WS008","med_trial_2",-2.059915,-2.8295038,"50-250ms","ch13",-2.2687774,"WS008"
"WS008","med_trial_2",-2.059915,-2.8295038,"250-400ms","ch3",-3.6143758,"WS008"
"WS008","med_trial_2",-2.059915,-2.8295038,"250-400ms","ch4",-2.1453378,"WS008"
"WS008","med_trial_2",-2.059915,-2.8295038,"250-400ms","ch12",-2.0257075,"WS008"
"WS008","med_trial_2",-2.059915,-2.8295038,"250-400ms","ch13",-3.532594,"WS008"
"WS008","high_trial_1",1.1623212,-1.2943447,"50-250ms","ch3",1.6299598,"WS008"
"WS008","high_trial_1",1.1623212,-1.2943447,"50-250ms","ch4",1.2901376,"WS008"
"WS008","high_trial_1",1.1623212,-1.2943447,"50-250ms","ch12",0.7618738,"WS008"
"WS008","high_trial_1",1.1623212,-1.2943447,"50-250ms","ch13",0.9673137,"WS008"
"WS008","high_trial_1",1.1623212,-1.2943447,"250-400ms","ch3",-2.2322733,"WS008"
"WS008","high_trial_1",1.1623212,-1.2943447,"250-400ms","ch4",-0.06657824,"WS008"
"WS008","high_trial_1",1.1623212,-1.2943447,"250-400ms","ch12",-1.4365683,"WS008"
"WS008","high_trial_1",1.1623212,-1.2943447,"250-400ms","ch13",-1.4419589,"WS008"
"WS008","high_trial_2",2.192409,0.32643592,"50-250ms","ch3",2.3033826,"WS008"
"WS008","high_trial_2",2.192409,0.32643592,"50-250ms","ch4",3.2062554,"WS008"
"WS008","high_trial_2",2.192409,0.32643592,"50-250ms","ch12",0.2875915,"WS008"
"WS008","high_trial_2",2.192409,0.32643592,"50-250ms","ch13",2.9724073,"WS008"
"WS008","high_trial_2",2.192409,0.32643592,"250-400ms","ch3",-0.38297287,"WS008"
"WS008","high_trial_2",2.192409,0.32643592,"250-400ms","ch4",0.69734204,"WS008"
"WS008","high_trial_2",2.192409,0.32643592,"250-400ms","ch12",0.5195258,"WS008"
"WS008","high_trial_2",2.192409,0.32643592,"250-400ms","ch13",0.4718487,"WS008"
"WS009","low_trial_1",0.30259338,0.15518573,"50-250ms","ch3",-0.028210206,"WS009"
"WS009","low_trial_1",0.30259338,0.15518573,"50-250ms","ch4",0.6831073,"WS009"
"WS009","low_trial_1",0.30259338,0.15518573,"50-250ms","ch12",-0.35019127,"WS009"
"WS009","low_trial_1",0.30259338,0.15518573,"50-250ms","ch13",0.9056677,"WS009"
"WS009","low_trial_1",0.30259338,0.15518573,"250-400ms","ch3",0.51884353,"WS009"
"WS009","low_trial_1",0.30259338,0.15518573,"250-400ms","ch4",-0.086465046,"WS009"
"WS009","low_trial_1",0.30259338,0.15518573,"250-400ms","ch12",-0.021113848,"WS009"
"WS009","low_trial_1",0.30259338,0.15518573,"250-400ms","ch13",0.20947826,"WS009"
"WS009","low_trial_2",-2.775677,2.3742106,"50-250ms","ch3",-2.5070302,"WS009"
"WS009","low_trial_2",-2.775677,2.3742106,"50-250ms","ch4",-3.2326596,"WS009"
"WS009","low_trial_2",-2.775677,2.3742106,"50-250ms","ch12",-3.2673078,"WS009"
"WS009","low_trial_2",-2.775677,2.3742106,"50-250ms","ch13",-2.0957098,"WS009"
"WS009","low_trial_2",-2.775677,2.3742106,"250-400ms","ch3",2.2805755,"WS009"
"WS009","low_trial_2",-2.775677,2.3742106,"250-400ms","ch4",2.8910553,"WS009"
"WS009","low_trial_2",-2.775677,2.3742106,"250-400ms","ch12",2.1540544,"WS009"
"WS009","low_trial_2",-2.775677,2.3742106,"250-400ms","ch13",2.1711571,"WS009"
"WS009","med_trial_1",0.13529423,3.1247787,"50-250ms","ch3",0.10372745,"WS009"
"WS009","med_trial_1",0.13529423,3.1247787,"50-250ms","ch4",0.23567757,"WS009"
"WS009","med_trial_1",0.13529423,3.1247787,"50-250ms","ch12",-0.03221527,"WS009"
"WS009","med_trial_1",0.13529423,3.1247787,"50-250ms","ch13",0.23398718,"WS009"
"WS009","med_trial_1",0.13529423,3.1247787,"250-400ms","ch3",2.4203038,"WS009"
"WS009","med_trial_1",0.13529423,3.1247787,"250-400ms","ch4",4.1177955,"WS009"
"WS009","med_trial_1",0.13529423,3.1247787,"250-400ms","ch12",3.232031,"WS009"
"WS009","med_trial_1",0.13529423,3.1247787,"250-400ms","ch13",2.7289846,"WS009"
"WS009","med_trial_2",-1.8009522,0.44851848,"50-250ms","ch3",-1.9780922,"WS009"
"WS009","med_trial_2",-1.8009522,0.44851848,"50-250ms","ch4",-1.9038776,"WS009"
"WS009","med_trial_2",-1.8009522,0.44851848,"50-250ms","ch12",-2.6448646,"WS009"
"WS009","med_trial_2",-1.8009522,0.44851848,"50-250ms","ch13",-0.67697406,"WS009"
"WS009","med_trial_2",-1.8009522,0.44851848,"250-400ms","ch3",0.43427444,"WS009"
"WS009","med_trial_2",-1.8009522,0.44851848,"250-400ms","ch4",0.49434432,"WS009"
"WS009","med_trial_2",-1.8009522,0.44851848,"250-400ms","ch12",0.6653566,"WS009"
"WS009","med_trial_2",-1.8009522,0.44851848,"250-400ms","ch13",0.20009868,"WS009"
"WS009","high_trial_1",-2.8580515,4.004505,"50-250ms","ch3",-3.2637165,"WS009"
"WS009","high_trial_1",-2.8580515,4.004505,"50-250ms","ch4",-2.9282694,"WS009"
"WS009","high_trial_1",-2.8580515,4.004505,"50-250ms","ch12",-2.9931433,"WS009"
"WS009","high_trial_1",-2.8580515,4.004505,"50-250ms","ch13",-2.2470772,"WS009"
"WS009","high_trial_1",-2.8580515,4.004505,"250-400ms","ch3",3.8428557,"WS009"
"WS009","high_trial_1",-2.8580515,4.004505,"250-400ms","ch4",4.730663,"WS009"
"WS009","high_trial_1",-2.8580515,4.004505,"250-400ms","ch12",3.1977088,"WS009"
"WS009","high_trial_1",-2.8580515,4.004505,"250-400ms","ch13",4.2467923,"WS009"
"WS009","high_trial_2",-0.20915484,0.30646026,"50-250ms","ch3",-0.75436854,"WS009"
"WS009","high_trial_2",-0.20915484,0.30646026,"50-250ms","ch4",0.12658451,"WS009"
"WS009","high_trial_2",-0.20915484,0.30646026,"50-250ms","ch12",0.47542176,"WS009"
"WS009","high_trial_2",-0.20915484,0.30646026,"50-250ms","ch13",-0.68425715,"WS009"
"WS009","high_trial_2",-0.20915484,0.30646026,"250-400ms","ch3",0.48979273,"WS009"
"WS009","high_trial_2",-0.20915484,0.30646026,"250-400ms","ch4",-0.10979793,"WS009"
"WS009","high_trial_2",-0.20915484,0.30646026,"250-400ms","ch12",1.1085262,"WS009"
"WS009","high_trial_2",-0.20915484,0.30646026,"250-400ms","ch13",-0.2626801,"WS009"
"WS010","low_trial_1",-0.6942173,2.1817253,"50-250ms","ch3",-0.7016958,"WS010"
"WS010","low_trial_1",-0.6942173,2.1817253,"50-250ms","ch4",-0.76587313,"WS010"
"WS010","low_trial_1",-0.6942173,2.1817253,"50-250ms","ch12",-0.5682891,"WS010"
"WS010","low_trial_1",-0.6942173,2.1817253,"50-250ms","ch13",-0.7410115,"WS010"
"WS010","low_trial_1",-0.6942173,2.1817253,"250-400ms","ch3",2.071585,"WS010"
"WS010","low_trial_1",-0.6942173,2.1817253,"250-400ms","ch4",2.4059505,"WS010"
"WS010","low_trial_1",-0.6942173,2.1817253,"250-400ms","ch12",2.0495217,"WS010"
"WS010","low_trial_1",-0.6942173,2.1817253,"250-400ms","ch13",2.1998441,"WS010"
"WS010","low_trial_2",0.6252723,-1.0572817,"50-250ms","ch3",0.7192434,"WS010"
"WS010","low_trial_2",0.6252723,-1.0572817,"50-250ms","ch4",0.64811623,"WS010"
"WS010","low_trial_2",0.6252723,-1.0572817,"50-250ms","ch12",0.2980023,"WS010"
"WS010","low_trial_2",0.6252723,-1.0572817,"50-250ms","ch13",0.8357272,"WS010"
"WS010","low_trial_2",0.6252723,-1.0572817,"250-400ms","ch3",-0.97047186,"WS010"
"WS010","low_trial_2",0.6252723,-1.0572817,"250-400ms","ch4",-1.1740147,"WS010"
"WS010","low_trial_2",0.6252723,-1.0572817,"250-400ms","ch12",-0.94700724,"WS010"
"WS010","low_trial_2",0.6252723,-1.0572817,"250-400ms","ch13",-1.1376333,"WS010"
"WS010","med_trial_1",0.21849202,-0.48472303,"50-250ms","ch3",0.34948733,"WS010"
"WS010","med_trial_1",0.21849202,-0.48472303,"50-250ms","ch4",0.13680495,"WS010"
"WS010","med_trial_1",0.21849202,-0.48472303,"50-250ms","ch12",0.16196625,"WS010"
"WS010","med_trial_1",0.21849202,-0.48472303,"50-250ms","ch13",0.2257095,"WS010"
"WS010","med_trial_1",0.21849202,-0.48472303,"250-400ms","ch3",-0.79215354,"WS010"
"WS010","med_trial_1",0.21849202,-0.48472303,"250-400ms","ch4",-0.28217697,"WS010"
"WS010","med_trial_1",0.21849202,-0.48472303,"250-400ms","ch12",-0.41740683,"WS010"
"WS010","med_trial_1",0.21849202,-0.48472303,"250-400ms","ch13",-0.44715476,"WS010"
"WS010","med_trial_2",0.41251493,-0.4251368,"50-250ms","ch3",0.45458612,"WS010"
"WS010","med_trial_2",0.41251493,-0.4251368,"50-250ms","ch4",0.36548865,"WS010"
"WS010","med_trial_2",0.41251493,-0.4251368,"50-250ms","ch12",0.26111114,"WS010"
"WS010","med_trial_2",0.41251493,-0.4251368,"50-250ms","ch13",0.56887376,"WS010"
"WS010","med_trial_2",0.41251493,-0.4251368,"250-400ms","ch3",-0.4243916,"WS010"
"WS010","med_trial_2",0.41251493,-0.4251368,"250-400ms","ch4",-0.40998775,"WS010"
"WS010","med_trial_2",0.41251493,-0.4251368,"250-400ms","ch12",-0.001253203,"WS010"
"WS010","med_trial_2",0.41251493,-0.4251368,"250-400ms","ch13",-0.86491466,"WS010"
"WS010","high_trial_1",-0.49461496,1.0358977,"50-250ms","ch3",-0.27832907,"WS010"
"WS010","high_trial_1",-0.49461496,1.0358977,"50-250ms","ch4",-0.599933,"WS010"
"WS010","high_trial_1",-0.49461496,1.0358977,"50-250ms","ch12",-1.0447944,"WS010"
"WS010","high_trial_1",-0.49461496,1.0358977,"50-250ms","ch13",-0.055403214,"WS010"
"WS010","high_trial_1",-0.49461496,1.0358977,"250-400ms","ch3",1.0292763,"WS010"
"WS010","high_trial_1",-0.49461496,1.0358977,"250-400ms","ch4",1.1468335,"WS010"
"WS010","high_trial_1",-0.49461496,1.0358977,"250-400ms","ch12",1.3948718,"WS010"
"WS010","high_trial_1",-0.49461496,1.0358977,"250-400ms","ch13",0.57260966,"WS010"
"WS010","high_trial_2",0.29946518,-0.40889928,"50-250ms","ch3",0.048769053,"WS010"
"WS010","high_trial_2",0.29946518,-0.40889928,"50-250ms","ch4",0.5108715,"WS010"
"WS010","high_trial_2",0.29946518,-0.40889928,"50-250ms","ch12",0.20020184,"WS010"
"WS010","high_trial_2",0.29946518,-0.40889928,"50-250ms","ch13",0.43801835,"WS010"
"WS010","high_trial_2",0.29946518,-0.40889928,"250-400ms","ch3",0.031532828,"WS010"
"WS010","high_trial_2",0.29946518,-0.40889928,"250-400ms","ch4",-0.67960644,"WS010"
"WS010","high_trial_2",0.29946518,-0.40889928,"250-400ms","ch12",-0.84013283,"WS010"
