"Participant","Condition","50-250ms_mean_over_channels","250-400ms_mean_over_channels","Time_Window","Channel","HEP_mean_value","Subject"
"WS010","high_trial_2",0.29946518,-0.40889928,"250-400ms","ch13",-0.14739075,"WS010"
"WS011","low_trial_1",0.32969183,-0.107775584,"50-250ms","ch3",0.36420646,"WS011"
"WS011","low_trial_1",0.32969183,-0.107775584,"50-250ms","ch4",0.3442932,"WS011"
"WS011","low_trial_1",0.32969183,-0.107775584,"50-250ms","ch12",0.43867424,"WS011"
"WS011","low_trial_1",0.32969183,-0.107775584,"50-250ms","ch13",0.17159344,"WS011"
"WS011","low_trial_1",0.32969183,-0.107775584,"250-400ms","ch3",-0.26015562,"WS011"
"WS011","low_trial_1",0.32969183,-0.107775584,"250-400ms","ch4",-0.055579193,"WS011"
"WS011","low_trial_1",0.32969183,-0.107775584,"250-400ms","ch12",0.21048862,"WS011"
"WS011","low_trial_1",0.32969183,-0.107775584,"250-400ms","ch13",-0.32585615,"WS011"
"WS011","low_trial_2",4.686166,1.2552657,"50-250ms","ch3",5.30168,"WS011"
"WS011","low_trial_2",4.686166,1.2552657,"50-250ms","ch4",4.454899,"WS011"
"WS011","low_trial_2",4.686166,1.2552657,"50-250ms","ch12",5.1266265,"WS011"
"WS011","low_trial_2",4.686166,1.2552657,"50-250ms","ch13",3.861458,"WS011"
"WS011","low_trial_2",4.686166,1.2552657,"250-400ms","ch3",2.253047,"WS011"
"WS011","low_trial_2",4.686166,1.2552657,"250-400ms","ch4",0.86907095,"WS011"
"WS011","low_trial_2",4.686166,1.2552657,"250-400ms","ch12",0.47073042,"WS011"
"WS011","low_trial_2",4.686166,1.2552657,"250-400ms","ch13",1.4282147,"WS011"
"WS011","med_trial_1",0.523238,-0.04221066,"50-250ms","ch3",0.75660163,"WS011"
"WS011","med_trial_1",0.523238,-0.04221066,"50-250ms","ch4",0.5314325,"WS011"
"WS011","med_trial_1",0.523238,-0.04221066,"50-250ms","ch12",0.5839541,"WS011"
"WS011","med_trial_1",0.523238,-0.04221066,"50-250ms","ch13",0.2209637,"WS011"
"WS011","med_trial_1",0.523238,-0.04221066,"250-400ms","ch3",-0.054605722,"WS011"
"WS011","med_trial_1",0.523238,-0.04221066,"250-400ms","ch4",-0.19477598,"WS011"
"WS011","med_trial_1",0.523238,-0.04221066,"250-400ms","ch12",0.010929741,"WS011"
"WS011","med_trial_1",0.523238,-0.04221066,"250-400ms","ch13",0.069609314,"WS011"
"WS011","med_trial_2",0.094213404,0.96532667,"50-250ms","ch3",-0.12639144,"WS011"
"WS011","med_trial_2",0.094213404,0.96532667,"50-250ms","ch4",0.43570235,"WS011"
"WS011","med_trial_2",0.094213404,0.96532667,"50-250ms","ch12",-0.14498588,"WS011"
"WS011","med_trial_2",0.094213404,0.96532667,"50-250ms","ch13",0.21252859,"WS011"
"WS011","med_trial_2",0.094213404,0.96532667,"250-400ms","ch3",0.88414454,"WS011"
"WS011","med_trial_2",0.094213404,0.96532667,"250-400ms","ch4",1.1362455,"WS011"
"WS011","med_trial_2",0.094213404,0.96532667,"250-400ms","ch12",1.5983444,"WS011"
"WS011","med_trial_2",0.094213404,0.96532667,"250-400ms","ch13",0.24257223,"WS011"
"WS011","high_trial_1",-1.1149337,0.461444,"50-250ms","ch3",-1.3885384,"WS011"
"WS011","high_trial_1",-1.1149337,0.461444,"50-250ms","ch4",-0.89880717,"WS011"
"WS011","high_trial_1",-1.1149337,0.461444,"50-250ms","ch12",-1.0882573,"WS011"
"WS011","high_trial_1",-1.1149337,0.461444,"50-250ms","ch13",-1.0841322,"WS011"
"WS011","high_trial_1",-1.1149337,0.461444,"250-400ms","ch3",0.3912844,"WS011"
"WS011","high_trial_1",-1.1149337,0.461444,"250-400ms","ch4",0.51422125,"WS011"
"WS011","high_trial_1",-1.1149337,0.461444,"250-400ms","ch12",-0.098715544,"WS011"
"WS011","high_trial_1",-1.1149337,0.461444,"250-400ms","ch13",1.0389858,"WS011"
"WS011","high_trial_2",-0.8892989,0.124534145,"50-250ms","ch3",-1.2123572,"WS011"
"WS011","high_trial_2",-0.8892989,0.124534145,"50-250ms","ch4",-0.76678747,"WS011"
"WS011","high_trial_2",-0.8892989,0.124534145,"50-250ms","ch12",-0.5129193,"WS011"
"WS011","high_trial_2",-0.8892989,0.124534145,"50-250ms","ch13",-1.0651318,"WS011"
"WS011","high_trial_2",-0.8892989,0.124534145,"250-400ms","ch3",0.476627,"WS011"
"WS011","high_trial_2",-0.8892989,0.124534145,"250-400ms","ch4",-0.033602796,"WS011"
"WS011","high_trial_2",-0.8892989,0.124534145,"250-400ms","ch12",-0.18401484,"WS011"
"WS011","high_trial_2",-0.8892989,0.124534145,"250-400ms","ch13",0.2391272,"WS011"
"WS012","low_trial_1",2.28152,0.10380995,"50-250ms","ch3",1.8777809,"WS012"
"WS012","low_trial_1",2.28152,0.10380995,"50-250ms","ch4",2.7476015,"WS012"
"WS012","low_trial_1",2.28152,0.10380995,"50-250ms","ch12",2.024731,"WS012"
"WS012","low_trial_1",2.28152,0.10380995,"50-250ms","ch13",2.475967,"WS012"
"WS012","low_trial_1",2.28152,0.10380995,"250-400ms","ch3",-0.2842113,"WS012"
"WS012","low_trial_1",2.28152,0.10380995,"250-400ms","ch4",0.3793075,"WS012"
"WS012","low_trial_1",2.28152,0.10380995,"250-400ms","ch12",0.9452198,"WS012"
"WS012","low_trial_1",2.28152,0.10380995,"250-400ms","ch13",-0.6250762,"WS012"
"WS012","low_trial_2",1.2576149,0.2489756,"50-250ms","ch3",1.3080388,"WS012"
"WS012","low_trial_2",1.2576149,0.2489756,"50-250ms","ch4",1.183863,"WS012"
"WS012","low_trial_2",1.2576149,0.2489756,"50-250ms","ch12",0.6347382,"WS012"
"WS012","low_trial_2",1.2576149,0.2489756,"50-250ms","ch13",1.9038194,"WS012"
"WS012","low_trial_2",1.2576149,0.2489756,"250-400ms","ch3",0.34661555,"WS012"
"WS012","low_trial_2",1.2576149,0.2489756,"250-400ms","ch4",0.18300201,"WS012"
"WS012","low_trial_2",1.2576149,0.2489756,"250-400ms","ch12",0.56108445,"WS012"
"WS012","low_trial_2",1.2576149,0.2489756,"250-400ms","ch13",-0.09479963,"WS012"
"WS012","med_trial_1",0.13989627,0.6586126,"50-250ms","ch3",-0.042368222,"WS012"
"WS012","med_trial_1",0.13989627,0.6586126,"50-250ms","ch4",0.41695306,"WS012"
"WS012","med_trial_1",0.13989627,0.6586126,"50-250ms","ch12",-0.763497,"WS012"
"WS012","med_trial_1",0.13989627,0.6586126,"50-250ms","ch13",0.9484973,"WS012"
"WS012","med_trial_1",0.13989627,0.6586126,"250-400ms","ch3",0.74151844,"WS012"
"WS012","med_trial_1",0.13989627,0.6586126,"250-400ms","ch4",0.50470805,"WS012"
"WS012","med_trial_1",0.13989627,0.6586126,"250-400ms","ch12",1.4868747,"WS012"
"WS012","med_trial_1",0.13989627,0.6586126,"250-400ms","ch13",-0.09865097,"WS012"
"WS012","med_trial_2",-0.097474545,-0.5335919,"50-250ms","ch3",-0.08006856,"WS012"
"WS012","med_trial_2",-0.097474545,-0.5335919,"50-250ms","ch4",-0.25018787,"WS012"
"WS012","med_trial_2",-0.097474545,-0.5335919,"50-250ms","ch12",-0.47725502,"WS012"
"WS012","med_trial_2",-0.097474545,-0.5335919,"50-250ms","ch13",0.41761327,"WS012"
"WS012","med_trial_2",-0.097474545,-0.5335919,"250-400ms","ch3",-0.6448958,"WS012"
"WS012","med_trial_2",-0.097474545,-0.5335919,"250-400ms","ch4",-0.37255287,"WS012"
"WS012","med_trial_2",-0.097474545,-0.5335919,"250-400ms","ch12",-0.51747864,"WS012"
"WS012","med_trial_2",-0.097474545,-0.5335919,"250-400ms","ch13",-0.59944034,"WS012"
"WS012","high_trial_1",-0.38334802,-0.79615605,"50-250ms","ch3",-0.46410203,"WS012"
"WS012","high_trial_1",-0.38334802,-0.79615605,"50-250ms","ch4",-0.355596,"WS012"
"WS012","high_trial_1",-0.38334802,-0.79615605,"50-250ms","ch12",0.45773712,"WS012"
"WS012","high_trial_1",-0.38334802,-0.79615605,"50-250ms","ch13",-1.1714312,"WS012"
"WS012","high_trial_1",-0.38334802,-0.79615605,"250-400ms","ch3",-0.74500597,"WS012"
"WS012","high_trial_1",-0.38334802,-0.79615605,"250-400ms","ch4",-0.8611371,"WS012"
"WS012","high_trial_1",-0.38334802,-0.79615605,"250-400ms","ch12",-0.36485505,"WS012"
"WS012","high_trial_1",-0.38334802,-0.79615605,"250-400ms","ch13",-1.2136261,"WS012"
"WS012","high_trial_2",0.350658,0.0945404,"50-250ms","ch3",0.5555976,"WS012"
"WS012","high_trial_2",0.350658,0.0945404,"50-250ms","ch4",0.35613373,"WS012"
"WS012","high_trial_2",0.350658,0.0945404,"50-250ms","ch12",1.1645973,"WS012"
"WS012","high_trial_2",0.350658,0.0945404,"50-250ms","ch13",-0.6736968,"WS012"
"WS012","high_trial_2",0.350658,0.0945404,"250-400ms","ch3",-0.014459798,"WS012"
"WS012","high_trial_2",0.350658,0.0945404,"250-400ms","ch4",0.06041159,"WS012"
"WS012","high_trial_2",0.350658,0.0945404,"250-400ms","ch12",-0.101159565,"WS012"
"WS012","high_trial_2",0.350658,0.0945404,"250-400ms","ch13",0.4333694,"WS012"
"WS013","low_trial_1",-0.714895,-0.8382196,"50-250ms","ch3",-0.6336593,"WS013"
"WS013","low_trial_1",-0.714895,-0.8382196,"50-250ms","ch4",-0.83044106,"WS013"
"WS013","low_trial_1",-0.714895,-0.8382196,"50-250ms","ch12",-0.29071355,"WS013"
"WS013","low_trial_1",-0.714895,-0.8382196,"50-250ms","ch13",-1.104766,"WS013"
"WS013","low_trial_1",-0.714895,-0.8382196,"250-400ms","ch3",-1.1490438,"WS013"
"WS013","low_trial_1",-0.714895,-0.8382196,"250-400ms","ch4",-0.5692048,"WS013"
"WS013","low_trial_1",-0.714895,-0.8382196,"250-400ms","ch12",-0.97443813,"WS013"
"WS013","low_trial_1",-0.714895,-0.8382196,"250-400ms","ch13",-0.6601915,"WS013"
"WS013","low_trial_2",0.101359576,-2.6038585,"50-250ms","ch3",0.40534127,"WS013"
"WS013","low_trial_2",0.101359576,-2.6038585,"50-250ms","ch4",-0.0340262,"WS013"
"WS013","low_trial_2",0.101359576,-2.6038585,"50-250ms","ch12",-0.50795037,"WS013"
"WS013","low_trial_2",0.101359576,-2.6038585,"50-250ms","ch13",0.5420736,"WS013"
"WS013","low_trial_2",0.101359576,-2.6038585,"250-400ms","ch3",-2.291647,"WS013"
"WS013","low_trial_2",0.101359576,-2.6038585,"250-400ms","ch4",-2.994314,"WS013"
"WS013","low_trial_2",0.101359576,-2.6038585,"250-400ms","ch12",-2.159802,"WS013"
"WS013","low_trial_2",0.101359576,-2.6038585,"250-400ms","ch13",-2.9696705,"WS013"
"WS013","med_trial_1",-0.5016167,-0.22497807,"50-250ms","ch3",-0.4619579,"WS013"
"WS013","med_trial_1",-0.5016167,-0.22497807,"50-250ms","ch4",-0.37220278,"WS013"
"WS013","med_trial_1",-0.5016167,-0.22497807,"50-250ms","ch12",-1.197742,"WS013"
"WS013","med_trial_1",-0.5016167,-0.22497807,"50-250ms","ch13",0.025435898,"WS013"
"WS013","med_trial_1",-0.5016167,-0.22497807,"250-400ms","ch3",-0.6590364,"WS013"
"WS013","med_trial_1",-0.5016167,-0.22497807,"250-400ms","ch4",0.20101564,"WS013"
"WS013","med_trial_1",-0.5016167,-0.22497807,"250-400ms","ch12",-0.5831344,"WS013"
"WS013","med_trial_1",-0.5016167,-0.22497807,"250-400ms","ch13",0.14124279,"WS013"
"WS013","med_trial_2",0.50399894,-1.590252,"50-250ms","ch3",0.595113,"WS013"
"WS013","med_trial_2",0.50399894,-1.590252,"50-250ms","ch4",0.33983958,"WS013"
"WS013","med_trial_2",0.50399894,-1.590252,"50-250ms","ch12",0.8704298,"WS013"
"WS013","med_trial_2",0.50399894,-1.590252,"50-250ms","ch13",0.21061337,"WS013"
"WS013","med_trial_2",0.50399894,-1.590252,"250-400ms","ch3",-1.9606901,"WS013"
"WS013","med_trial_2",0.50399894,-1.590252,"250-400ms","ch4",-1.1173408,"WS013"
"WS013","med_trial_2",0.50399894,-1.590252,"250-400ms","ch12",-2.0194786,"WS013"
"WS013","med_trial_2",0.50399894,-1.590252,"250-400ms","ch13",-1.2634987,"WS013"
"WS013","high_trial_1",2.2221498,0.72228736,"50-250ms","ch3",2.8826232,"WS013"
"WS013","high_trial_1",2.2221498,0.72228736,"50-250ms","ch4",1.6073673,"WS013"
"WS013","high_trial_1",2.2221498,0.72228736,"50-250ms","ch12",2.0507193,"WS013"
"WS013","high_trial_1",2.2221498,0.72228736,"50-250ms","ch13",2.3478897,"WS013"
"WS013","high_trial_1",2.2221498,0.72228736,"250-400ms","ch3",0.94432944,"WS013"
"WS013","high_trial_1",2.2221498,0.72228736,"250-400ms","ch4",0.25553107,"WS013"
"WS013","high_trial_1",2.2221498,0.72228736,"250-400ms","ch12",1.3913906,"WS013"
"WS013","high_trial_1",2.2221498,0.72228736,"250-400ms","ch13",0.2978983,"WS013"
"WS013","high_trial_2",-0.07385433,-0.7079628,"50-250ms","ch3",-0.111945264,"WS013"
"WS013","high_trial_2",-0.07385433,-0.7079628,"50-250ms","ch4",-0.010052242,"WS013"
"WS013","high_trial_2",-0.07385433,-0.7079628,"50-250ms","ch12",-0.2683323,"WS013"
"WS013","high_trial_2",-0.07385433,-0.7079628,"50-250ms","ch13",0.094912484,"WS013"
"WS013","high_trial_2",-0.07385433,-0.7079628,"250-400ms","ch3",-0.30801272,"WS013"
"WS013","high_trial_2",-0.07385433,-0.7079628,"250-400ms","ch4",-1.1262205,"WS013"
"WS013","high_trial_2",-0.07385433,-0.7079628,"250-400ms","ch12",-0.56446856,"WS013"
"WS013","high_trial_2",-0.07385433,-0.7079628,"250-400ms","ch13",-0.8331495,"WS013"
"WS014","low_trial_1",0.70029557,0.65832335,"50-250ms","ch3",0.8511477,"WS014"
"WS014","low_trial_1",0.70029557,0.65832335,"50-250ms","ch4",0.7889176,"WS014"
"WS014","low_trial_1",0.70029557,0.65832335,"50-250ms","ch12",0.49543792,"WS014"
"WS014","low_trial_1",0.70029557,0.65832335,"50-250ms","ch13",0.6656789,"WS014"
"WS014","low_trial_1",0.70029557,0.65832335,"250-400ms","ch3",0.8213859,"WS014"
"WS014","low_trial_1",0.70029557,0.65832335,"250-400ms","ch4",0.6782734,"WS014"
"WS014","low_trial_1",0.70029557,0.65832335,"250-400ms","ch12",0.4781731,"WS014"
"WS014","low_trial_1",0.70029557,0.65832335,"250-400ms","ch13",0.6554609,"WS014"
"WS014","low_trial_2",0.6816034,-0.11454405,"50-250ms","ch3",1.0491192,"WS014"
"WS014","low_trial_2",0.6816034,-0.11454405,"50-250ms","ch4",0.66556007,"WS014"
"WS014","low_trial_2",0.6816034,-0.11454405,"50-250ms","ch12",0.3281473,"WS014"
"WS014","low_trial_2",0.6816034,-0.11454405,"50-250ms","ch13",0.6835869,"WS014"
"WS014","low_trial_2",0.6816034,-0.11454405,"250-400ms","ch3",-0.6187525,"WS014"
"WS014","low_trial_2",0.6816034,-0.11454405,"250-400ms","ch4",-0.16212314,"WS014"
"WS014","low_trial_2",0.6816034,-0.11454405,"250-400ms","ch12",0.70677364,"WS014"
"WS014","low_trial_2",0.6816034,-0.11454405,"250-400ms","ch13",-0.3840742,"WS014"
"WS014","med_trial_1",0.012489989,1.150645,"50-250ms","ch3",0.33797616,"WS014"
"WS014","med_trial_1",0.012489989,1.150645,"50-250ms","ch4",-0.10840847,"WS014"
"WS014","med_trial_1",0.012489989,1.150645,"50-250ms","ch12",-0.065989524,"WS014"
"WS014","med_trial_1",0.012489989,1.150645,"50-250ms","ch13",-0.113618195,"WS014"
"WS014","med_trial_1",0.012489989,1.150645,"250-400ms","ch3",0.9519188,"WS014"
"WS014","med_trial_1",0.012489989,1.150645,"250-400ms","ch4",1.1287746,"WS014"
"WS014","med_trial_1",0.012489989,1.150645,"250-400ms","ch12",1.6716795,"WS014"
"WS014","med_trial_1",0.012489989,1.150645,"250-400ms","ch13",0.850207,"WS014"
"WS014","med_trial_2",-2.0104203,0.050095454,"50-250ms","ch3",-2.878038,"WS014"
"WS014","med_trial_2",-2.0104203,0.050095454,"50-250ms","ch4",-1.9072304,"WS014"
"WS014","med_trial_2",-2.0104203,0.050095454,"50-250ms","ch12",-1.6691736,"WS014"
"WS014","med_trial_2",-2.0104203,0.050095454,"50-250ms","ch13",-1.587239,"WS014"
"WS014","med_trial_2",-2.0104203,0.050095454,"250-400ms","ch3",0.20223139,"WS014"
"WS014","med_trial_2",-2.0104203,0.050095454,"250-400ms","ch4",0.026871657,"WS014"
"WS014","med_trial_2",-2.0104203,0.050095454,"250-400ms","ch12",-0.03611517,"WS014"
"WS014","med_trial_2",-2.0104203,0.050095454,"250-400ms","ch13",0.007393938,"WS014"
"WS014","high_trial_1",-0.35884872,0.6140455,"50-250ms","ch3",-0.42352918,"WS014"
"WS014","high_trial_1",-0.35884872,0.6140455,"50-250ms","ch4",-0.3002923,"WS014"
"WS014","high_trial_1",-0.35884872,0.6140455,"50-250ms","ch12",-0.877982,"WS014"
"WS014","high_trial_1",-0.35884872,0.6140455,"50-250ms","ch13",0.16640867,"WS014"
"WS014","high_trial_1",-0.35884872,0.6140455,"250-400ms","ch3",0.89116186,"WS014"
"WS014","high_trial_1",-0.35884872,0.6140455,"250-400ms","ch4",0.47072008,"WS014"
"WS014","high_trial_1",-0.35884872,0.6140455,"250-400ms","ch12",1.3124133,"WS014"
"WS014","high_trial_1",-0.35884872,0.6140455,"250-400ms","ch13",-0.21811354,"WS014"
"WS014","high_trial_2",-1.3707823,-1.2767136,"50-250ms","ch3",-1.6901921,"WS014"
"WS014","high_trial_2",-1.3707823,-1.2767136,"50-250ms","ch4",-1.2125531,"WS014"
"WS014","high_trial_2",-1.3707823,-1.2767136,"50-250ms","ch12",-1.784602,"WS014"
"WS014","high_trial_2",-1.3707823,-1.2767136,"50-250ms","ch13",-0.79578173,"WS014"
"WS014","high_trial_2",-1.3707823,-1.2767136,"250-400ms","ch3",-1.8589416,"WS014"
"WS014","high_trial_2",-1.3707823,-1.2767136,"250-400ms","ch4",-1.1602086,"WS014"
"WS014","high_trial_2",-1.3707823,-1.2767136,"250-400ms","ch12",-0.75102204,"WS014"
"WS014","high_trial_2",-1.3707823,-1.2767136,"250-400ms","ch13",-1.336682,"WS014"
"WS015","low_trial_1",0.6034246,-1.1501459,"50-250ms","ch3",-0.39189062,"WS015"
"WS015","low_trial_1",0.6034246,-1.1501459,"50-250ms","ch4",1.5962689,"WS015"
"WS015","low_trial_1",0.6034246,-1.1501459,"50-250ms","ch12",0.38042328,"WS015"
"WS015","low_trial_1",0.6034246,-1.1501459,"50-250ms","ch13",0.8288969,"WS015"
"WS015","low_trial_1",0.6034246,-1.1501459,"250-400ms","ch3",-0.5048583,"WS015"
"WS015","low_trial_1",0.6034246,-1.1501459,"250-400ms","ch4",-2.019762,"WS015"
"WS015","low_trial_1",0.6034246,-1.1501459,"250-400ms","ch12",-0.8464732,"WS015"
"WS015","low_trial_1",0.6034246,-1.1501459,"250-400ms","ch13",-1.2294902,"WS015"
"WS015","low_trial_2",0.38346565,-0.8990695,"50-250ms","ch3",-0.12793806,"WS015"
"WS015","low_trial_2",0.38346565,-0.8990695,"50-250ms","ch4",0.6763587,"WS015"
"WS015","low_trial_2",0.38346565,-0.8990695,"50-250ms","ch12",0.45252204,"WS015"
"WS015","low_trial_2",0.38346565,-0.8990695,"50-250ms","ch13",0.53291994,"WS015"
"WS015","low_trial_2",0.38346565,-0.8990695,"250-400ms","ch3",-0.78770566,"WS015"
"WS015","low_trial_2",0.38346565,-0.8990695,"250-400ms","ch4",-1.1367728,"WS015"
"WS015","low_trial_2",0.38346565,-0.8990695,"250-400ms","ch12",-1.0495683,"WS015"
"WS015","low_trial_2",0.38346565,-0.8990695,"250-400ms","ch13",-0.6222312,"WS015"
"WS015","med_trial_1",1.1346586,-0.7595683,"50-250ms","ch3",1.3566375,"WS015"
"WS015","med_trial_1",1.1346586,-0.7595683,"50-250ms","ch4",1.074459,"WS015"
"WS015","med_trial_1",1.1346586,-0.7595683,"50-250ms","ch12",0.69277155,"WS015"
"WS015","med_trial_1",1.1346586,-0.7595683,"50-250ms","ch13",1.4147664,"WS015"
"WS015","med_trial_1",1.1346586,-0.7595683,"250-400ms","ch3",-0.29417306,"WS015"
"WS015","med_trial_1",1.1346586,-0.7595683,"250-400ms","ch4",-0.91561097,"WS015"
"WS015","med_trial_1",1.1346586,-0.7595683,"250-400ms","ch12",-1.4305242,"WS015"
"WS015","med_trial_1",1.1346586,-0.7595683,"250-400ms","ch13",-0.39796472,"WS015"
"WS015","med_trial_2",0.3897469,0.13441575,"50-250ms","ch3",0.1890962,"WS015"
"WS015","med_trial_2",0.3897469,0.13441575,"50-250ms","ch4",0.6925921,"WS015"
"WS015","med_trial_2",0.3897469,0.13441575,"50-250ms","ch12",0.66767126,"WS015"
"WS015","med_trial_2",0.3897469,0.13441575,"50-250ms","ch13",0.009628045,"WS015"
"WS015","med_trial_2",0.3897469,0.13441575,"250-400ms","ch3",0.38009486,"WS015"
"WS015","med_trial_2",0.3897469,0.13441575,"250-400ms","ch4",-0.07198524,"WS015"
"WS015","med_trial_2",0.3897469,0.13441575,"250-400ms","ch12",-0.6715673,"WS015"
"WS015","med_trial_2",0.3897469,0.13441575,"250-400ms","ch13",0.90112066,"WS015"
"WS015","high_trial_1",0.90999573,-1.1625923,"50-250ms","ch3",0.7378054,"WS015"
"WS015","high_trial_1",0.90999573,-1.1625923,"50-250ms","ch4",1.2525576,"WS015"
"WS015","high_trial_1",0.90999573,-1.1625923,"50-250ms","ch12",1.1877875,"WS015"
"WS015","high_trial_1",0.90999573,-1.1625923,"50-250ms","ch13",0.46183223,"WS015"
"WS015","high_trial_1",0.90999573,-1.1625923,"250-400ms","ch3",-1.1110415,"WS015"
"WS015","high_trial_1",0.90999573,-1.1625923,"250-400ms","ch4",-1.4644504,"WS015"
"WS015","high_trial_1",0.90999573,-1.1625923,"250-400ms","ch12",-1.2593431,"WS015"
"WS015","high_trial_1",0.90999573,-1.1625923,"250-400ms","ch13",-0.8155342,"WS015"
"WS015","high_trial_2",2.1887653,2.665244,"50-250ms","ch3",1.9765153,"WS015"
"WS015","high_trial_2",2.1887653,2.665244,"50-250ms","ch4",2.463581,"WS015"
"WS015","high_trial_2",2.1887653,2.665244,"50-250ms","ch12",2.7196233,"WS015"
"WS015","high_trial_2",2.1887653,2.665244,"50-250ms","ch13",1.5953413,"WS015"
"WS015","high_trial_2",2.1887653,2.665244,"250-400ms","ch3",2.5194445,"WS015"
"WS015","high_trial_2",2.1887653,2.665244,"250-400ms","ch4",2.4975328,"WS015"
"WS015","high_trial_2",2.1887653,2.665244,"250-400ms","ch12",2.1928306,"WS015"
"WS015","high_trial_2",2.1887653,2.665244,"250-400ms","ch13",3.4511683,"WS015"
